row,date,column,current_value,baseline_value,diff
0,2020-01-02,cand_yjj,1,0,1.0
65,2020-04-13,cand_rzq,3,2,1.0
140,2020-08-03,cand_yjj,6,5,1.0
154,2020-08-21,cand_yjj,4,3,1.0
201,2020-11-04,cand_bear,20,19,1.0
