hook_id,date,time,code,side,order_id,query_ordinal,key_query_ordinal,sequence_index,computed_amount_before_override,override_amount,final_order_amount,final_fill_amount,profile,effective_hit,would_have_hit
execution.fill_amount_anomalies,20200302,09:30,600654.XSHG,buy,68,35,1,0,352900,,,352900.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200302,09:30,600666.XSHG,buy,67,34,1,0,326900,,,326900.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200304,09:30,002935.XSHE,buy,71,37,1,0,11000,,,11000.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200304,09:30,600126.XSHG,buy,70,36,1,0,60000,,,60000.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200306,09:30,002432.XSHE,buy,73,38,1,0,49800,,,49800.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200309,09:30,000859.XSHE,buy,75,39,1,0,136600,,,136600.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200310,09:30,002596.XSHE,buy,77,40,1,0,50200,,,50200.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200311,09:30,603912.XSHG,buy,80,41,1,0,45700,,,45700.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200312,09:30,002075.XSHE,buy,82,42,1,0,16400,,,16400.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200316,09:30,000592.XSHE,buy,86,44,1,0,287000,,,287000.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200316,09:30,002131.XSHE,buy,85,43,1,0,176500,,,176500.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200318,09:30,000700.XSHE,buy,89,45,1,0,45200,,,45200.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200318,09:30,002365.XSHE,buy,90,46,1,0,34300,,,34300.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200318,09:30,002444.XSHE,buy,92,48,1,0,32500,,,32500.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200318,09:30,600973.XSHG,buy,91,47,1,0,77800,,,77800.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200325,09:30,600988.XSHG,buy,97,49,1,0,55400,,,55400.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200326,09:30,002603.XSHE,buy,98,50,1,0,18300,,,18300.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200327,09:30,002063.XSHE,buy,99,51,1,0,32400,,,32400.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200330,09:30,002612.XSHE,buy,102,52,1,0,126200,,,126200.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200401,09:30,002605.XSHE,buy,105,53,1,0,26000,,,26000.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200402,09:30,002156.XSHE,buy,106,54,1,0,21800,,,21800.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200402,09:30,600086.XSHG,buy,107,55,1,0,141400,146000.0,,146000.0,local_native_l1a,True,False
execution.fill_amount_anomalies,20200407,09:30,002470.XSHE,buy,111,56,1,0,162100,,,162100.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200413,09:30,002444.XSHE,buy,113,57,1,0,76300,,,76300.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200414,09:30,002221.XSHE,buy,114,58,1,0,51600,,,51600.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200416,09:30,002041.XSHE,buy,117,59,1,0,39300,39300.0,,39300.0,local_native_l1a,True,False
execution.fill_amount_anomalies,20200421,09:30,002022.XSHE,buy,119,60,1,0,32600,,,32600.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200421,09:30,300463.XSHE,buy,120,61,1,0,19900,,,19900.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200424,09:30,601975.XSHG,buy,123,62,1,0,161900,,,161900.0,local_native_l1a,False,False
execution.fill_amount_anomalies,20200427,09:30,600241.XSHG,buy,124,63,1,0,166000,,,166000.0,local_native_l1a,False,False
