code,entry_date,exit_date,buy_price,sell_price,shares,return,holding_days,buy_market_mode,open_gap,candidate_relative_to_cohort,candidate_relative_to_market,first_board_cohort_open_gap_mean,first_board_cohort_open_gap_median,first_board_cohort_positive_open_rate,market_open_gap_median,market_open_positive_rate,market_open_below_minus1_count,market_open_below_minus2_count,market_open_below_minus3_count,candidate_prev_is_limit_up,candidate_prev_is_first_board,candidate_prev_board_height,candidate_prev_return,sector_l1,sector_limit_up_count,sector_first_board_count,sector_max_board_height,sector_broken_board_rate,sector_advance_ratio,sector_mean_return,T1_limit_up_count,T1_limit_down_count,T1_first_board_count,T1_second_board_count,T1_third_board_count,T1_four_plus_board_count,T1_max_board_height,T1_touched_limit_count,T1_advance_count,T1_decline_count,T1_market_median_return,T1_market_positive_rate,T1_return_above_3pct_count,T1_return_below_minus3pct_count,T1_return_above_5pct_count,T1_return_below_minus5pct_count,T1_total_market_turnover,T1_limit_up_turnover,T1_sealed_limit_count,T1_broken_board_count,T1_broken_board_rate,T1_first_board_broken_rate,T1_advance_decline_ratio,T1_limit_up_turnover_share,T1_top_sector_limit_up_share,T1_top_sector_name,T1_top3_sector_limit_up_share,T1_limit_up_sector_count,T1_first_to_second_promotion_rate,T1_second_to_third_promotion_rate,T1_third_to_higher_promotion_rate,T1_prev_first_board_next_day_mean_return,T1_prev_first_board_next_day_median_return,T1_prev_first_board_positive_rate,T1_prev_limit_up_next_day_mean_return,T1_prev_limit_up_positive_rate,T1_000001_return,T1_000300_return,T1_000852_return,T1_399006_return,T1_000001_open_gap,T1_000300_open_gap,T1_000852_open_gap,T1_399006_open_gap,T1_limit_up_count_change_1d,T1_limit_up_count_change_3d,T1_first_board_count_change_1d,T1_first_board_count_change_3d,T1_max_board_height_change_1d,T1_max_board_height_change_3d,T1_total_market_turnover_change_1d,T1_total_market_turnover_change_3d,T1_breadth_score,T1_height_score,T1_profit_score,T1_stress_score,T1_liquidity_score,T1_emotion_heat,T1_emotion_momentum,T1_emotion_stress,T1_emotion_state_v1,T1_emotion_state_v2,T1_emotion_state
002783.XSHE,2018-01-19,2018-01-22,19.0,19.47,26300,0.0247368421052631,1,bear,-0.03699947148561478,-0.06924169510602951,-0.03699947148561478,0.032242223620414734,0.021681394428014755,0.7291666666666666,0.0,0.3745849683066707,215,63,30,True,True,1.0,0.0997769758105278,农林牧渔,1.0,1.0,1.0,0.0,0.5,0.002646387554705143,48,7,48,8,3,5,5,59,1526,1613,0.0,0.4625644087791443,240,82,95,31,484550770688.0,10648697856.0,48,11,0.1864406779661017,0.0,0.9460632362058277,0.02197643369436264,0.08333333333333333,医药生物,0.22916666666666666,14,0.21666666666666667,0.16666666666666666,0.0,0.03198134899139404,0.02283686399459839,0.5714285969734192,0.03198134899139404,0.5714285969734192,0.00873305931219911,0.005484967946500183,0.0017815417069297905,-0.0023148054068091463,0.0015123987782873997,0.00265030156979047,-0.002127076394853251,-0.0037744347772709287,6.0,20.0,6.0,20.0,0.0,0.0,-125130768384.0,-100840439808.0,0.5853333333333334,0.51,0.16,0.45599999999999996,0.616,0.41844444444444445,0.1677777777777778,0.45599999999999996,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
002836.XSHE,2018-01-24,2018-01-25,21.18,20.91,23800,-0.01274787535410763,1,bear,-0.03244968503713608,-0.05701345391571522,-0.03211240918608382,0.02456376887857914,0.01530417799949646,0.6875,-0.00033727585105225444,0.3310178193899124,246,64,35,True,True,1.0,0.10005027055740356,电力设备,0.0,0.0,0.0,0.0,0.5321100917431193,0.0023661607410758734,48,9,48,6,1,6,5,64,1588,1560,0.0,0.48077505826950073,204,74,95,24,521146007552.0,15750960128.0,48,16,0.25,0.0,1.0179487179487179,0.030223699286580086,0.10416666666666667,电力设备,0.25,15,0.3,0.15384615384615385,0.0,0.035294730216264725,0.015858972445130348,0.7179487347602844,0.035294730216264725,0.7179487347602844,0.012892861177080907,0.010610998259161246,0.0007736777907857484,-0.0002177393505333613,0.0008515798119872427,0.002373174982049465,-0.0007950619198842499,-0.0004996821240204404,9.0,0.0,9.0,0.0,0.0,0.0,4241391616.0,36595236864.0,0.6013333333333334,0.56,0.204,0.564,0.74,0.4551111111111111,0.036666666666666625,0.564,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
600275.XSHG,2018-01-25,2018-01-26,5.42,5.55,93500,0.023985239852398504,1,bear,-0.03046596422791481,-0.06611389294266701,-0.029360355343669653,0.0356479287147522,0.032721299678087234,0.8571428571428571,-0.0011056088842451572,0.30175544794188863,277,68,27,True,True,1.0,0.050847455859184265,汽车,2.0,2.0,1.0,0.3333333333333333,0.6791044776119403,0.009826996363699436,42,11,42,2,4,5,5,57,2126,1060,0.004444461315870285,0.642102062702179,295,57,136,21,600488804352.0,17363908608.0,42,15,0.2631578947368421,0.0,2.0056603773584905,0.028916290029883385,0.11904761904761904,基础化工,0.26190476190476186,20,0.3333333333333333,0.125,0.0,0.019850950688123703,0.001572320587001741,0.5,0.019850950688123703,0.5,0.003654428697267694,0.0016593893371478268,0.007468830017200856,0.025707332281226663,0.001966408388981119,0.0015611228274550388,-0.0016390371760583637,-0.0023433138459976847,-6.0,2.0,-6.0,2.0,0.0,0.0,79342796800.0,59368734720.0,0.656,0.602,0.044,0.5813333333333333,0.952,0.434,0.03200000000000003,0.5813333333333333,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
000670.XSHE,2018-03-02,2018-03-05,5.45,5.49,93300,0.00733944954128441,1,bear,-0.0320284403860569,-0.060132674872875214,-0.025063296779990196,0.028104234486818314,0.0198406670242548,0.717948717948718,-0.006965143606066704,0.09500459699662887,969,138,44,False,False,0.0,0.09765625,,,,,,,,78,0,78,3,2,3,5,103,2655,479,0.010844547301530838,0.8169230818748474,552,17,198,7,432290824192.0,20542468096.0,78,25,0.24271844660194175,0.0,5.542797494780793,0.04752001911401749,0.0641025641025641,机械设备,0.17948717948717946,25,0.15254237288135594,0.15384615384615385,0.0,0.033648647367954254,0.023668615147471428,0.8205128312110901,0.033648647367954254,0.8205128312110901,0.004401696261610489,0.006323769012688434,0.014438265104646637,0.020655079078550628,-0.0074612740238499805,-0.0071509721958279305,-0.005116694455413693,-0.005295872478615058,39.0,3.0,39.0,3.0,1.0,1.0,7568326656.0,-34692956160.0,0.948,0.506,0.24,0.17466666666666664,0.352,0.5646666666666667,-0.000888888888888939,0.17466666666666664,RECESSION,RECESSION,RECESSION
600749.XSHG,2018-03-08,2018-03-09,15.39,15.41,33100,0.0012995451591942542,1,bear,-0.03026478923857212,-0.051403364166617393,-0.02884367317892611,0.021138574928045273,0.009584655053913593,0.6486486486486487,-0.0014211160596460104,0.27412415488629377,305,64,23,True,True,1.0,0.0998612716794014,房地产,1.0,1.0,1.0,0.0,0.2786885245901639,-0.007248648442327976,37,2,37,5,1,6,5,56,900,2284,-0.008746347390115261,0.2757352888584137,164,144,71,12,428310626304.0,10858684416.0,37,19,0.3392857142857143,0.0,0.39404553415061294,0.0253523588180542,0.10810810810810811,机械设备,0.2702702702702703,16,0.30612244897959184,0.08064516129032258,0.0,0.015817951411008835,0.00398207688704133,0.5645161271095276,0.015817951411008835,0.5645161271095276,-0.0054637050644211795,-0.007355381025319079,-0.007024196913860623,-0.0068645853118327925,-0.00023630042006407274,-0.0007529725816999566,-0.0013445946537777435,-0.0013547451425595938,-25.0,1.0,-25.0,1.0,0.0,0.0,-69822054400.0,11654889472.0,0.27199999999999996,0.598,0.076,0.3773333333333333,0.332,0.3153333333333333,0.029777777777777736,0.3773333333333333,WEAK_REPAIR,ICE_REPAIR,ICE_REPAIR
601069.XSHG,2018-05-31,2018-06-01,18.59,20.3,27300,0.09198493813878433,1,bear,-0.03528802841901779,-0.07543252781033516,-0.04266469366848469,0.04014449939131737,0.038496602326631546,0.7272727272727273,0.007376665249466896,0.817498496692724,127,82,54,True,True,1.0,0.09988584369421005,农林牧渔,0.0,0.0,0.0,0.0,0.10526315789473684,-0.035805076360702515,23,210,23,5,2,4,5,39,295,3012,-0.040110643953084946,0.08850885182619095,66,2171,43,1183,437829763072.0,5462889984.0,23,16,0.41025641025641024,0.0,0.09794156706507304,0.012477201409637928,0.08695652173913043,医药生物,0.2608695652173913,13,0.32608695652173914,0.16666666666666666,0.0,0.008050953038036823,-0.0012455573305487633,0.5,0.008050953038036823,0.5,-0.025322253279490534,-0.021197888073220445,-0.03174836210629146,-0.02673983905799608,-0.012600256967034769,-0.012837183116959633,-0.014111574231373474,-0.016578793817300916,-19.0,-21.0,-19.0,-21.0,0.0,0.0,30341660672.0,39453425664.0,0.04533333333333334,0.692,0.072,0.9533333333333333,0.428,0.2697777777777777,-0.30222222222222234,0.9533333333333333,ICE_POINT,EXTREME_PANIC,EXTREME_PANIC
000982.XSHE,2018-06-06,2018-06-07,1.82,1.87,292300,0.027472527472527496,1,bear,-0.03191486373543739,-0.06830565631389618,-0.0315090864605736,0.036390792578458786,0.031250033527612686,0.78,-0.00040577727486379445,0.3119376124775045,250,53,31,True,True,1.0,0.05027934908866882,基础化工,0.0,0.0,0.0,0.0,0.85,0.01694832183420658,50,18,50,6,0,4,5,68,2903,349,0.014310246333479881,0.868381679058075,673,43,183,29,370580160512.0,21193408512.0,50,18,0.2647058823529412,0.0,8.318051575931232,0.057189807295799255,0.12,医药生物,0.24,19,0.27586206896551724,0.1111111111111111,0.0,0.04583163186907768,0.024926627054810524,0.8888888955116272,0.04583163186907768,0.8888888955116272,0.007445236819155492,0.009911360978312165,0.016218845168671243,0.025358269296937724,-0.0010298133288599361,0.0009735929581221659,-0.0007450597359004263,-0.0003307432044959284,23.0,-14.0,23.0,-14.0,0.0,0.0,25071157248.0,-36455612416.0,0.8866666666666667,0.62,0.572,0.576,0.112,0.692888888888889,-0.09422222222222199,0.576,HIGH_DIVERGENCE,HIGH_DIVERGENCE,HIGH_DIVERGENCE
002427.XSHE,2018-06-11,2018-06-12,8.92,8.48,60400,-0.049327354260089634,1,bear,-0.0357142798602581,-0.06533989869058132,-0.03334174631163478,0.02962561883032322,0.017671605572104454,0.625,-0.0023725335486233234,0.24887421194836384,531,126,56,True,True,1.0,0.04999995231628418,传媒,1.0,1.0,1.0,0.0,0.22340425531914893,-0.012308561243116856,25,14,25,3,0,5,5,37,769,2496,-0.013857223093509674,0.23093092441558838,120,442,53,55,353932148736.0,7332709888.0,25,12,0.32432432432432434,0.0,0.30809294871794873,0.020717840641736984,0.08,家用电器,0.24,10,0.20454545454545456,0.13793103448275862,0.0,0.033654626458883286,0.024934403598308563,0.7931034564971924,0.033654626458883286,0.7931034564971924,-0.013619903793088639,-0.01341596402917493,-0.01098474489727617,-0.010895059777504877,-0.0028605959231993512,-0.003018768750205521,-0.002103783910587036,-0.0023535417268655636,-4.0,-25.0,-4.0,-25.0,0.0,0.0,-6035210240.0,-16648011776.0,0.128,0.556,0.368,0.7106666666666666,0.068,0.3506666666666667,-0.3422222222222223,0.7106666666666666,RECESSION,RECESSION,RECESSION
002849.XSHE,2018-06-26,2018-06-27,17.0,17.09,30800,0.0052941176470588155,1,bear,-0.036281146109104156,-0.04190860642120242,-0.022798661142587662,0.005627460312098265,0.0,0.4576271186440678,-0.013482484966516495,0.054654654654654654,2122,884,308,True,True,1.0,0.09975052624940872,机械设备,2.0,2.0,1.0,0.5,0.33755274261603374,-0.0034770818892866373,59,34,59,14,0,4,5,92,1227,1948,-0.003717468585819006,0.36946702003479004,189,202,89,68,307749584896.0,9949416448.0,59,33,0.358695652173913,0.0,0.6298767967145791,0.032329585403203964,0.0847457627118644,轻工制造,0.22033898305084743,18,0.5,0.06666666666666667,0.0,0.03736809641122818,0.023273136466741562,0.7833333611488342,0.03736809641122818,0.7833333611488342,-0.01052814955284765,-0.013418686269510373,-0.005222711912244112,-0.0071600075589892224,0.004737143493433593,0.004681143165779252,0.006868693576719402,0.009088353288061846,-1.0,6.0,-1.0,6.0,0.0,0.0,8589180928.0,-40264269824.0,0.5333333333333333,0.9079999999999999,0.432,0.7879999999999999,0.012,0.6244444444444444,-0.13888888888888895,0.7879999999999999,RECESSION,RECESSION,RECESSION
002772.XSHE,2018-07-02,2018-07-03,8.09,8.13,65000,0.0049443757725588285,1,bear,-0.03464754670858383,-0.06410013698041439,-0.03401381761068478,0.02945259027183056,0.01556876115500927,0.8144329896907216,-0.0006337290978990495,0.3315508021390374,376,109,55,True,True,1.0,0.09986855834722519,农林牧渔,1.0,1.0,3.0,0.5,0.9827586206896551,0.030357565730810165,97,13,97,5,3,7,5,138,3235,103,0.027870167046785355,0.9645199775695801,1480,32,434,20,342957752320.0,25431719936.0,97,41,0.2971014492753623,0.0,31.40776699029126,0.0741540864109993,0.07216494845360824,医药生物,0.17525773195876287,24,0.26666666666666666,0.16279069767441862,0.0,0.04783464968204498,0.042462803423404694,0.8604651093482971,0.04783464968204498,0.8604651093482971,0.021716532657364857,0.025546540053455954,0.030251941227613016,0.04084505293620524,0.0010458051806339797,0.002464279499898736,-0.0003475482145077546,0.0022577647583252257,54.0,32.0,54.0,32.0,0.0,0.0,36977311744.0,17282596864.0,0.9986666666666667,0.616,0.632,0.512,0.068,0.7488888888888888,0.14355555555555544,0.512,ACCELERATION,ACCELERATION,ACCELERATION
