code,entry_date,exit_date,buy_price,sell_price,shares,return,holding_days,buy_market_mode,open_gap,candidate_relative_to_cohort,candidate_relative_to_market,first_board_cohort_open_gap_mean,first_board_cohort_open_gap_median,first_board_cohort_positive_open_rate,market_open_gap_median,market_open_positive_rate,market_open_below_minus1_count,market_open_below_minus2_count,market_open_below_minus3_count,candidate_prev_is_limit_up,candidate_prev_is_first_board,candidate_prev_board_height,candidate_prev_return,sector_l1,sector_limit_up_count,sector_first_board_count,sector_max_board_height,sector_broken_board_rate,sector_advance_ratio,sector_mean_return,T1_limit_up_count,T1_limit_down_count,T1_first_board_count,T1_second_board_count,T1_third_board_count,T1_four_plus_board_count,T1_max_board_height,T1_touched_limit_count,T1_advance_count,T1_decline_count,T1_market_median_return,T1_market_positive_rate,T1_return_above_3pct_count,T1_return_below_minus3pct_count,T1_return_above_5pct_count,T1_return_below_minus5pct_count,T1_total_market_turnover,T1_limit_up_turnover,T1_sealed_limit_count,T1_broken_board_count,T1_broken_board_rate,T1_first_board_broken_rate,T1_advance_decline_ratio,T1_limit_up_turnover_share,T1_top_sector_limit_up_share,T1_top_sector_name,T1_top3_sector_limit_up_share,T1_limit_up_sector_count,T1_first_to_second_promotion_rate,T1_second_to_third_promotion_rate,T1_third_to_higher_promotion_rate,T1_prev_first_board_next_day_mean_return,T1_prev_first_board_next_day_median_return,T1_prev_first_board_positive_rate,T1_prev_limit_up_next_day_mean_return,T1_prev_limit_up_positive_rate,T1_000001_return,T1_000300_return,T1_000852_return,T1_399006_return,T1_000001_open_gap,T1_000300_open_gap,T1_000852_open_gap,T1_399006_open_gap,T1_limit_up_count_change_1d,T1_limit_up_count_change_3d,T1_first_board_count_change_1d,T1_first_board_count_change_3d,T1_max_board_height_change_1d,T1_max_board_height_change_3d,T1_total_market_turnover_change_1d,T1_total_market_turnover_change_3d,T1_breadth_score,T1_height_score,T1_profit_score,T1_stress_score,T1_liquidity_score,T1_emotion_heat,T1_emotion_momentum,T1_emotion_stress,T1_emotion_state_v1,T1_emotion_state_v2,T1_emotion_state
002562.XSHE,2018-07-02,2018-07-03,6.5,6.63,80900,0.019999999999999983,1,bear,-0.03129657730460167,-0.06074916757643223,-0.03066284820670262,0.02945259027183056,0.01556876115500927,0.8144329896907216,-0.0006337290978990495,0.3315508021390374,376,109,55,True,True,1.0,0.10000002384185791,,,,,,,,97,13,97,5,3,7,5,138,3235,103,0.027870167046785355,0.9645199775695801,1480,32,434,20,342957752320.0,25431719936.0,97,41,0.2971014492753623,0.0,31.40776699029126,0.0741540864109993,0.07216494845360824,医药生物,0.17525773195876287,24,0.26666666666666666,0.16279069767441862,0.0,0.04783464968204498,0.042462803423404694,0.8604651093482971,0.04783464968204498,0.8604651093482971,0.021716532657364857,0.025546540053455954,0.030251941227613016,0.04084505293620524,0.0010458051806339797,0.002464279499898736,-0.0003475482145077546,0.0022577647583252257,54.0,32.0,54.0,32.0,0.0,0.0,36977311744.0,17282596864.0,0.9986666666666667,0.616,0.632,0.512,0.068,0.7488888888888888,0.14355555555555544,0.512,ACCELERATION,ACCELERATION,ACCELERATION
000856.XSHE,2018-07-04,2018-07-05,13.51,13.04,39400,-0.0347890451517395,1,bear,-0.03156381472945213,-0.0501937884837389,-0.027894093422219157,0.018629973754286766,0.008934272453188896,0.6323529411764706,-0.003669721307232976,0.1918862896061593,673,154,79,True,True,1.0,0.10023674368858337,,,,,,,,68,29,68,6,3,4,5,99,2743,565,0.015278879553079605,0.8120189309120178,662,115,188,48,393760178176.0,17247670272.0,68,31,0.31313131313131315,0.0,4.854867256637168,0.043802473694086075,0.08823529411764706,机械设备,0.22058823529411764,23,0.18556701030927836,0.16,0.0,0.03166457265615463,0.023577965795993805,0.699999988079071,0.03166457265615463,0.699999988079071,0.004082355727986387,0.00038620189669475363,0.011465862250031366,0.011803526279171337,-0.0003555381666527542,0.0007373726808902058,-0.0011756756659151767,0.0007081946692269781,18.0,25.0,18.0,25.0,0.0,0.0,36274831360.0,87779737600.0,0.9279999999999999,0.54,0.336,0.6746666666666666,0.252,0.6013333333333334,0.22511111111111115,0.6746666666666666,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
600360.XSHG,2018-07-04,2018-07-05,6.6,6.44,80400,-0.02424242424242413,1,bear,-0.030837010592222214,-0.04946698434650898,-0.027167289284989238,0.018629973754286766,0.008934272453188896,0.6323529411764706,-0.003669721307232976,0.1918862896061593,673,154,79,True,True,1.0,0.09983894973993301,,,,,,,,68,29,68,6,3,4,5,99,2743,565,0.015278879553079605,0.8120189309120178,662,115,188,48,393760178176.0,17247670272.0,68,31,0.31313131313131315,0.0,4.854867256637168,0.043802473694086075,0.08823529411764706,机械设备,0.22058823529411764,23,0.18556701030927836,0.16,0.0,0.03166457265615463,0.023577965795993805,0.699999988079071,0.03166457265615463,0.699999988079071,0.004082355727986387,0.00038620189669475363,0.011465862250031366,0.011803526279171337,-0.0003555381666527542,0.0007373726808902058,-0.0011756756659151767,0.0007081946692269781,18.0,25.0,18.0,25.0,0.0,0.0,36274831360.0,87779737600.0,0.9279999999999999,0.54,0.336,0.6746666666666666,0.252,0.6013333333333334,0.22511111111111115,0.6746666666666666,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
603309.XSHG,2018-07-11,2018-07-12,12.54,12.62,41100,0.006379585326953754,1,bear,-0.03166022151708603,-0.04548091534525156,-0.01815166510641575,0.013820693828165531,0.005071013234555721,0.5342465753424658,-0.01350855641067028,0.047815820543093274,2231,934,303,True,True,1.0,0.10025482624769211,,,,,,,,73,14,73,10,3,4,5,98,2332,862,0.005820512771606445,0.6862860321998596,394,52,156,25,326089998336.0,12248425472.0,73,25,0.25510204081632654,0.0,2.7053364269141533,0.03756148740649223,0.0821917808219178,医药生物,0.2191780821917808,22,0.25,0.058823529411764705,0.0,0.03702554106712341,0.026229191571474075,0.8382353186607361,0.03702554106712341,0.8382353186607361,0.004445874830203121,0.0024085992788670557,0.006788640976144305,0.006982544872465617,0.001634941329178161,0.0016544078206675843,-3.735729740179582e-05,0.0011462152057245632,5.0,46.0,5.0,46.0,0.0,0.0,266829824.0,10732142592.0,0.8333333333333334,0.616,0.456,0.48,0.048,0.6351111111111111,0.4131111111111111,0.48,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
002314.XSHE,2018-07-18,2018-07-19,4.01,3.88,128800,-0.03241895261845384,1,bear,-0.03605760261416435,-0.06639053486287594,-0.03605760261416435,0.030332932248711586,0.02136114239692688,0.7741935483870968,0.0,0.44216089254257196,217,73,45,True,True,1.0,0.10052906721830368,,,,,,,,62,18,62,9,1,5,5,87,1675,1537,0.0,0.49235743284225464,232,85,124,21,308602044416.0,19097434112.0,62,25,0.28735632183908044,0.0,1.0897852960312298,0.06188369169831276,0.12903225806451613,计算机,0.27419354838709675,19,0.3269230769230769,0.14814814814814814,0.0,0.03790270537137985,0.033926527947187424,0.7407407164573669,0.03790270537137985,0.7407407164573669,-0.005655840570034742,-0.0065403738971754645,0.0015293804877348004,0.0029187481838510126,-0.0025431371604888466,-0.0016308218222565235,-0.0016251239455646314,-0.000662099313840133,8.0,-29.0,8.0,-29.0,0.0,0.0,-16737468416.0,-107116068864.0,0.684,0.728,0.472,0.5026666666666667,0.02,0.628,-0.14088888888888884,0.5026666666666667,RECESSION,RECESSION,RECESSION
002287.XSHE,2018-08-03,2018-08-06,30.0,28.01,16900,-0.06633333333333329,1,bear,-0.03194578364491463,-0.08018414303660393,-0.030614195275120437,0.0482383593916893,0.012212995439767838,0.5757575757575758,-0.00133158836979419,0.29120559114735,514,146,72,False,False,0.0,0.09971608966588974,,,,,,,,33,26,33,7,0,2,5,45,434,2968,-0.03125001862645149,0.12671533226966858,135,1789,66,548,379059175424.0,8842487808.0,33,12,0.26666666666666666,0.0,0.14622641509433962,0.023327460512518883,0.12121212121212122,建筑装饰,0.30303030303030304,16,0.1794871794871795,0.06060606060606061,0.0,0.015650920569896698,0.020079776644706726,0.5757575631141663,0.015650920569896698,0.5757575631141663,-0.020006759273905314,-0.02217045824574792,-0.023900128385938496,-0.020606578239206367,-0.0032536136616853756,-0.0037815936005674584,-0.004596234928856141,-0.0023193088578359862,0.0,3.0,0.0,3.0,1.0,0.0,50658508800.0,52467269632.0,0.11866666666666666,0.54,0.188,0.7040000000000001,0.24,0.2822222222222222,0.007777777777777772,0.7040000000000001,ICE_REPAIR,ICE_REPAIR,ICE_REPAIR
002888.XSHE,2018-08-07,2018-08-08,18.13,19.26,27000,0.06232763375620533,1,bear,-0.03563830256462097,-0.05781531520187855,-0.03730866685509682,0.022177012637257576,0.014744152314960957,0.56,0.0016703642904758453,0.5570430733410943,263,118,67,True,True,1.0,0.10005845874547958,,,,,,,,25,82,25,3,1,2,5,46,573,2782,-0.01760561764240265,0.1666666716337204,83,1021,44,408,290785165312.0,3406690816.0,25,21,0.45652173913043476,0.0,0.2059669302659957,0.011715490370988846,0.12,电子,0.28,12,0.21212121212121213,0.08823529411764706,0.0,-0.00509639410302043,-0.012345666997134686,0.3235294222831726,-0.00509639410302043,0.3235294222831726,-0.012876158567407647,-0.012671985653566656,-0.021118111222039843,-0.027545042892500156,-0.0014294172556721006,-0.0007446571841192135,-0.003989054787141667,-0.0069182488391176964,-9.0,-8.0,-9.0,-8.0,0.0,1.0,6153732096.0,-37615501312.0,0.10533333333333333,0.584,0.028,0.9373333333333332,0.016,0.23911111111111114,0.13044444444444447,0.9373333333333332,EXTREME_PANIC,EXTREME_PANIC,EXTREME_PANIC
002770.XSHE,2018-08-09,2018-08-10,3.34,3.42,151300,0.023952095808383256,1,bear,-0.03746401146054268,-0.052697391249239445,-0.034517417661845684,0.015233379788696766,0.0015259436331689358,0.5,-0.0029465937986969948,0.22202898550724637,712,216,84,True,True,1.0,0.10158728063106537,,,,,,,,34,39,34,4,3,3,5,64,604,2749,-0.015046308748424053,0.1759394109249115,118,740,50,271,305150033920.0,5012082176.0,34,30,0.46875,0.0,0.2197162604583485,0.01642497628927231,0.11764705882352941,轻工制造,0.3235294117647059,15,0.44,0.1320754716981132,0.0,0.00957462191581726,0.0032483525574207306,0.5094339847564697,0.00957462191581726,0.5094339847564697,-0.012702300252382313,-0.0161365164978137,-0.016640522217226048,-0.021416172954522594,-0.002966625311525084,-0.001995015685683101,-0.0031204767292932842,-0.0027832649962511074,-19.0,0.0,-19.0,0.0,0.0,0.0,-11372756992.0,20518600704.0,0.164,0.86,0.136,0.9053333333333334,0.024,0.3866666666666667,-0.007555555555555538,0.9053333333333334,RECESSION,RECESSION,RECESSION
603336.XSHG,2018-08-23,2018-08-24,22.63,23.99,22500,0.06009721608484311,1,bear,-0.030835170298814774,-0.043329511769115925,-0.030835170298814774,0.012494341470301151,0.006666660308837891,0.6285714285714286,0.0,0.33844817602779387,331,96,47,True,True,1.0,0.09985873103141785,医药生物,1.0,1.0,1.0,0.5,0.20095693779904306,-0.012688622809946537,35,22,35,7,1,3,5,55,629,2728,-0.012262767180800438,0.18189704418182373,101,439,48,86,229222055936.0,4009266176.0,35,20,0.36363636363636365,0.0,0.23057184750733137,0.017490752041339874,0.08571428571428572,机械设备,0.19999999999999998,18,0.37142857142857144,0.14285714285714285,0.0,0.006105515640228987,0.009243709966540337,0.5714285969734192,0.006105515640228987,0.5714285969734192,-0.007029803211412147,-0.005619569829752838,-0.011558833682743842,-0.011956917161031469,-0.0006836192939779972,0.0006974924471343437,-0.0020505514695199206,-0.001555357714679832,-21.0,18.0,-21.0,18.0,0.0,0.0,-51510050816.0,-36191764480.0,0.18800000000000003,0.812,0.104,0.7333333333333334,0.004,0.36800000000000005,0.06088888888888894,0.7333333333333334,WEAK_REPAIR,WEAK_REPAIR,WEAK_REPAIR
002196.XSHE,2018-08-29,2018-08-30,6.6,6.39,79700,-0.031818181818181815,1,bear,-0.030837010592222214,-0.053975630551576614,-0.030568959075026214,0.0231386199593544,0.014319795183837414,0.6285714285714286,-0.0002680515171959996,0.30673605088175776,234,68,24,True,True,1.0,0.10016153007745743,轻工制造,1.0,1.0,1.0,0.5,0.4342105263157895,0.0021436370443552732,35,10,35,7,0,2,4,57,1601,1615,0.0,0.46285054087638855,169,78,63,34,291327410176.0,4117837312.0,35,22,0.38596491228070173,0.0,0.9913312693498452,0.014134740456938744,0.08571428571428572,机械设备,0.2571428571428571,19,0.2647058823529412,0.08888888888888889,0.0,0.014605521224439144,0.015594527125358582,0.6222222447395325,0.014605521224439144,0.6222222447395325,-0.0010493775460771822,-0.0018796236739271823,0.0007920661816997957,-0.0002190580145725892,0.0005012044181841071,0.0004628287522866414,4.9145583944293884e-05,0.0016538062719579094,-10.0,0.0,-10.0,0.0,-1.0,-1.0,-31815106560.0,39223459840.0,0.47200000000000003,0.184,0.2,0.5866666666666667,0.06,0.2853333333333334,-0.1486666666666666,0.5866666666666667,ICE_POINT,ICE_POINT,ICE_POINT
002464.XSHE,2018-08-31,2018-09-03,12.04,12.92,42900,0.07308970099667782,1,bear,-0.035284724086523056,-0.053049976006150246,-0.03385055367834866,0.01776525191962719,0.0012936597922816873,0.5,-0.0014341704081743956,0.2651646447140381,435,124,58,True,True,1.0,0.09964727610349655,医药生物,2.0,2.0,1.0,0.0,0.09313725490196079,-0.01808309555053711,18,16,18,2,3,1,4,33,427,2945,-0.016129031777381897,0.12337474524974823,68,614,33,114,253358587904.0,3884237568.0,18,15,0.45454545454545453,0.0,0.14499151103565366,0.015330987982451916,0.05555555555555555,建筑装饰,0.16666666666666666,12,0.2571428571428571,0.23333333333333334,0.0,-0.004099746700376272,-0.023174170404672623,0.3333333432674408,-0.004099746700376272,0.3333333432674408,-0.01139563137930241,-0.010476444166975156,-0.01718888362768747,-0.015714046597138716,1.3576618101458068e-05,-0.00022686959251784516,-0.00192593287253423,-0.0009061374307612519,-12.0,-27.0,-12.0,-27.0,-1.0,-1.0,7116488704.0,-69783928832.0,0.052,0.18,0.052,0.7893333333333334,0.024,0.09466666666666666,-0.6006666666666666,0.7893333333333334,ICE_POINT,ICE_POINT,ICE_POINT
