version,emotion_state,count,win_rate,ev,median_return,std,sem,profit_loss_ratio,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,total_profit_contribution,profit_share
v1,ICE_POINT,9,0.4444444444444444,0.013488237086118324,-0.02452984464431731,0.06796949463190242,0.022656498210634143,1.959651055007245,0.08380532257560298,-0.042765431305469406,0.09905660377358488,-0.05681818181818187,3,0.12139413377506492,0.034604809295400975
v1,ICE_REPAIR,1,0.0,-0.06633333333333329,-0.06633333333333329,,,,,-0.06633333333333329,-0.06633333333333329,-0.06633333333333329,1,-0.06633333333333329,-0.018909087931560025
v1,WEAK_REPAIR,49,0.6326530612244898,0.03184654670689302,0.01764705882352943,0.0782426934341653,0.011177527633452186,2.019834756557438,0.07064713642060987,-0.03497669113339712,0.33333333333333326,-0.08285714285714287,2,1.5604807886377579,0.4448331926813294
v1,ACCELERATION,49,0.6938775510204082,0.020556336491548314,0.018587360594795637,0.05523434898248368,0.007890621283211954,1.3413372505626024,0.044144924660599986,-0.032911130024968815,0.24444444444444452,-0.08017621145374451,3,1.0072604880858673,0.28713131365630773
v1,HIGH_DIVERGENCE,1,1.0,0.027472527472527496,0.027472527472527496,,,,0.027472527472527496,,0.027472527472527496,0.027472527472527496,0,0.027472527472527496,0.007831363382113888
v1,RECESSION,55,0.6545454545454545,0.009899559589484004,0.01187500000000008,0.04044794210525854,0.005453999400857297,0.9488174068144416,0.034082836572128156,-0.03592138627236807,0.07949999999999999,-0.07407407407407414,3,0.5444757774216202,0.155209151033215
v1,EXTREME_PANIC,5,1.0,0.0626525981689318,0.06232763375620533,0.019689425222995712,0.008805378647303474,,0.0626525981689318,,0.08485856905158067,0.03164556962025305,0,0.31326299084465903,0.08929925788319314
