date,code,list_rank,bought,open_gap,candidate_relative_to_cohort,candidate_relative_to_market,sector_l1,sector_limit_up_count,sector_first_board_count,candidate_return_to_close,candidate_prev_is_limit_up,candidate_prev_is_first_board,candidate_prev_board_height,candidate_prev_return,T1_emotion_state_v1,T1_emotion_heat,T1_emotion_momentum,T1_emotion_stress,sector_broken_board_rate,sector_advance_ratio,sector_mean_return,sector_max_board_height,open_gap_rank,candidate_relative_to_cohort_rank,candidate_relative_to_market_rank,sector_limit_up_count_rank,composite_score,composite_rank
2018-01-17,600592.XSHG,5,False,0.007827781,-0.026512600481510162,0.0083761895,,,,0.0038834913,True,True,1.0,0.10010767728090286,HIGH_DIVERGENCE,0.7160000000000002,-0.02111111111111086,0.5533333333333333,,,,,7.0,7.0,7.0,,-0.8004436533984464,7.0
2018-01-17,600692.XSHG,6,False,0.099816866,0.06547648459672928,0.10036527,非银金融,1.0,0.0,-0.04329729,True,True,1.0,0.09969785809516907,HIGH_DIVERGENCE,0.7160000000000002,-0.02111111111111086,0.5533333333333333,0.0,0.575,0.008164329454302788,3.0,2.0,2.0,2.0,2.0,0.8739472825228441,2.0
2018-01-17,603179.XSHG,7,False,0.0309563,-0.003384081646800041,0.03150471,电力设备,2.0,1.0,0.0050938996,True,True,1.0,0.10003043711185455,HIGH_DIVERGENCE,0.7160000000000002,-0.02111111111111086,0.5533333333333333,0.3333333333333333,0.652542372881356,0.0069032348692417145,2.0,5.0,5.0,5.0,1.0,0.33038950192605815,4.0
2018-01-18,000563.XSHE,0,False,-0.017621128,-0.0416286364197731,-0.015973644,轻工制造,2.0,1.0,0.0067263977,True,True,1.0,0.09927356988191605,WEAK_REPAIR,0.5126666666666667,0.13000000000000006,0.88,0.0,0.5405405405405406,0.0013934728922322392,2.0,5.0,5.0,5.0,1.0,-0.7065191827961786,5.0
2018-01-18,603300.XSHG,1,False,0.0023202389,-0.02168726734817028,0.003967723,,,,-0.028935185,True,True,1.0,0.09948976337909698,WEAK_REPAIR,0.5126666666666667,0.13000000000000006,0.88,,,,,4.0,4.0,4.0,,-0.4089058064960427,4.0
2018-01-18,603058.XSHG,2,False,0.03162651,0.00761900469660759,0.033273995,交通运输,2.0,1.0,0.06642335,True,True,1.0,0.1002485528588295,WEAK_REPAIR,0.5126666666666667,0.13000000000000006,0.88,0.0,0.42391304347826086,0.00035498960642144084,3.0,3.0,3.0,3.0,1.0,0.028473328954770633,3.0
2018-01-18,002863.XSHE,3,False,0.100294955,0.07628744840621948,0.10194244,机械设备,2.0,1.0,0.0,True,True,1.0,0.09975673258304596,WEAK_REPAIR,0.5126666666666667,0.13000000000000006,0.88,0.0,0.5,-0.00013943397789262235,2.0,1.0,1.0,1.0,1.0,1.05331009412922,1.0
2018-01-18,600506.XSHG,4,False,0.031972807,0.007965300232172012,0.03362029,,,,0.06591958,True,True,1.0,0.1002994179725647,WEAK_REPAIR,0.5126666666666667,0.13000000000000006,0.88,,,,,2.0,2.0,2.0,,0.03364158855997271,2.0
2018-01-19,000953.XSHE,0,False,-0.010322571,-0.026744645088911057,-0.010322571,电子,3.0,2.0,0.007822678,True,True,1.0,0.05013548582792282,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.4580152671755725,0.0019307816401124,5.0,14.0,14.0,14.0,1.0,-0.10557051349905455,10.0
2018-01-19,002296.XSHE,1,False,-0.007361898,-0.0237839724868536,-0.007361898,银行,0.0,0.0,-0.023485791,True,True,1.0,0.09986501932144165,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.43333333333333335,0.0010156836360692978,0.0,13.0,13.0,13.0,7.0,-0.765408704213824,14.0
2018-01-19,002490.XSHE,2,False,0.0,-0.016422074288129807,0.0,,,,-0.008213544,True,True,1.0,0.04956896975636482,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,,,,,11.0,11.0,11.0,,-0.3025854461459206,12.0
2018-01-19,002522.XSHE,3,False,0.0,-0.016422074288129807,0.0,计算机,3.0,1.0,0.0040404005,True,True,1.0,0.09999995678663254,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.25,0.40217391304347827,0.0018259937642142177,5.0,11.0,11.0,11.0,1.0,0.3194336758831006,5.0
2018-01-19,600732.XSHG,4,False,0.0013850733,-0.015037001110613346,0.0013850733,汽车,0.0,0.0,-0.024896242,True,True,1.0,0.049418557435274124,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.44370860927152317,0.0014441299717873335,0.0,10.0,10.0,10.0,7.0,-0.40527560347959035,13.0
2018-01-19,601005.XSHG,5,False,0.022321407,0.0058993324637413025,0.022321407,公用事业,3.0,2.0,-0.008733616,True,True,1.0,0.051643140614032745,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.47435897435897434,0.003240891033783555,3.0,2.0,2.0,2.0,1.0,1.2384577983527012,1.0
2018-01-19,601558.XSHG,6,False,0.0064935004,-0.009928573854267597,0.0064935004,纺织服饰,0.0,0.0,-0.01935482,True,True,1.0,0.04761900007724762,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,1.0,0.40384615384615385,-0.0012240256182849407,0.0,7.0,7.0,7.0,7.0,-0.19494979989376374,11.0
2018-01-19,002743.XSHE,7,False,0.029982377,0.013560302555561066,0.029982377,家用电器,0.0,0.0,-0.008561676,True,True,1.0,0.09990298002958298,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.5526315789473685,0.006233213935047388,0.0,1.0,1.0,1.0,7.0,0.7721417529492097,3.0
2018-01-19,600992.XSHG,8,False,0.019113755,0.0026916805654764175,0.019113755,电力设备,0.0,0.0,0.079283915,True,True,1.0,0.10038242489099503,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.5,0.0014865620760247111,0.0,4.0,4.0,4.0,7.0,0.3246553580705159,4.0
2018-01-19,600234.XSHG,9,False,0.010678898,-0.005743176676332951,0.010678898,汽车,0.0,0.0,0.03924532,True,True,1.0,0.04963970184326172,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.44370860927152317,0.0014441299717873335,0.0,5.0,5.0,5.0,7.0,-0.02262728929796502,8.0
2018-01-19,603577.XSHG,10,False,0.0060362276,-0.010385846719145775,0.0060362276,食品饮料,1.0,1.0,0.004000028,True,True,1.0,0.10036897659301758,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.3181818181818182,0.00026974649517796934,1.0,8.0,8.0,8.0,4.0,0.04680186775419238,7.0
2018-01-19,002783.XSHE,11,True,-0.03699947,-0.05342154577374458,-0.03699947,,,,0.065263145,True,True,1.0,0.0997769758105278,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,,,,,15.0,15.0,15.0,,-2.5876165183407194,15.0
2018-01-19,000403.XSHE,12,False,0.00798212,-0.008439954370260239,0.00798212,交通运输,1.0,0.0,0.010136195,True,True,1.0,0.049949709326028824,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.4659090909090909,0.0018714428879320621,2.0,6.0,6.0,6.0,4.0,0.12691877346135852,6.0
2018-01-19,002853.XSHE,13,False,0.021780087,0.005358012393116951,0.021780087,,,,0.018421073,True,True,1.0,0.09997034072875977,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,,,,,3.0,3.0,3.0,,1.0425195987481752,2.0
2018-01-19,603677.XSHG,14,False,0.0024029384,-0.014019135385751724,0.0024029384,钢铁,1.0,1.0,0.01717932,False,False,0.0,0.0995156466960907,WEAK_REPAIR,0.41844444444444445,0.1677777777777778,0.45599999999999996,0.0,0.5,0.002548866206780076,1.0,9.0,9.0,9.0,4.0,-0.10278906481065707,9.0
2018-01-22,000801.XSHE,0,False,0.045528412,0.02872278541326523,0.04722913,,,,0.052877165,True,True,1.0,0.10017887502908707,RECESSION,0.40199999999999997,-0.3140000000000002,0.7786666666666667,,,,,1.0,1.0,1.0,,1.282774511775938,1.0
2018-01-22,600552.XSHG,1,False,0.036745436,0.019939810037612915,0.038446154,计算机,1.0,1.0,0.045569636,True,True,1.0,0.09956710785627365,RECESSION,0.40199999999999997,-0.3140000000000002,0.7786666666666667,0.5,0.39215686274509803,-0.0018273351015523076,1.0,3.0,3.0,3.0,1.0,0.12676701839692164,3.0
2018-01-22,603009.XSHG,2,False,0.037213776,0.02040814980864525,0.038914494,交通运输,1.0,1.0,0.060717557,True,True,1.0,0.0996851846575737,RECESSION,0.40199999999999997,-0.3140000000000002,0.7786666666666667,0.0,0.3880597014925373,-0.0014981828862801194,1.0,2.0,2.0,2.0,1.0,0.17587090330480512,2.0
2018-01-22,000532.XSHE,3,False,0.029999994,0.013194367289543152,0.03170071,公用事业,0.0,0.0,0.06796121,True,True,1.0,0.10000000149011612,RECESSION,0.40199999999999997,-0.3140000000000002,0.7786666666666667,1.0,0.38028169014084506,-0.0041818018071353436,0.0,4.0,4.0,4.0,3.0,-1.1578207513592993,4.0
2018-01-23,000608.XSHE,0,False,0.09971508,0.06757298111915588,0.10032746,,,,0.0,True,True,1.0,0.1003134548664093,RECESSION,0.4255555555555555,-0.0871111111111112,0.872,,,,,1.0,1.0,1.0,,1.4164931713663504,1.0
2018-01-23,002425.XSHE,1,False,-0.0037830686,-0.035925161093473434,-0.0031706847,,,,-0.025316492,True,True,1.0,0.0998612716794014,RECESSION,0.4255555555555555,-0.0871111111111112,0.872,,,,,4.0,4.0,4.0,,-0.8423731361097485,4.0
2018-01-23,603023.XSHG,2,False,0.010477317,-0.021664775907993317,0.0110897,有色金属,1.0,1.0,-0.024193551,True,True,1.0,0.09987198561429977,RECESSION,0.4255555555555555,-0.0871111111111112,0.872,0.0,0.6949152542372882,0.009463646449148655,1.0,3.0,3.0,3.0,1.0,-0.11838945701022678,2.0
2018-01-23,603016.XSHG,3,False,0.03284391,0.0007018186151981354,0.033456296,房地产,0.0,0.0,0.06509539,True,True,1.0,0.09987243264913559,RECESSION,0.4255555555555555,-0.0871111111111112,0.872,0.0,0.6111111111111112,0.003144055139273405,0.0,2.0,2.0,2.0,2.0,-0.26435723316084125,3.0
2018-01-24,002070.XSHE,0,False,0.0070258104,-0.0011334982700645924,0.007363086,,,,0.041860424,True,True,1.0,0.049139998853206635,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,,,,,4.0,4.0,4.0,,0.04006142563689749,5.0
2018-01-24,002652.XSHE,1,False,-0.018087838,-0.026247147470712662,-0.017750561,,,,-0.013157883,True,True,1.0,0.09943179041147232,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,,,,,8.0,8.0,8.0,,-1.0190980456381942,9.0
2018-01-24,601212.XSHG,2,False,0.04078762,0.03262830898165703,0.041124895,有色金属,0.0,0.0,-0.0162162,True,True,1.0,0.10061921179294586,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,1.0,0.5370370370370371,0.0006705865962430835,0.0,1.0,1.0,1.0,4.0,0.6823790095351931,2.0
2018-01-24,002787.XSHE,3,False,0.0066555673,-0.00150374136865139,0.006992843,电力设备,0.0,0.0,-0.03471075,True,True,1.0,0.09972553700208664,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,1.0,0.3898305084745763,0.0004387756634969264,0.0,5.0,5.0,5.0,4.0,-0.2772926372941731,7.0
2018-01-24,603958.XSHG,4,False,-0.006666692,-0.014826000668108463,-0.0063294163,医药生物,4.0,2.0,-0.02751677,True,True,1.0,0.09970671683549881,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,0.0,0.5126582278481012,0.004625658504664898,2.0,7.0,7.0,7.0,1.0,0.08210874557238108,4.0
2018-01-24,002846.XSHE,5,False,0.021590304,0.013430994935333729,0.02192758,,,,-0.01649483,True,True,1.0,0.10023172199726105,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,,,,,3.0,3.0,3.0,,0.6543138981879864,3.0
2018-01-24,002836.XSHE,6,True,-0.032449685,-0.04060899466276169,-0.03211241,机械设备,3.0,2.0,0.009919655,True,True,1.0,0.10005027055740356,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,0.4,0.5530973451327433,0.005085145588964224,3.0,9.0,9.0,9.0,2.0,-0.8263111221565936,8.0
2018-01-24,002837.XSHE,7,False,0.0014815154,-0.006677793338894844,0.0018187913,轻工制造,1.0,1.0,0.03254437,True,True,1.0,0.09994569420814514,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,0.0,0.5972222222222222,0.004303350578993559,1.0,6.0,6.0,6.0,3.0,-0.2392745782135762,6.0
2018-01-24,600137.XSHG,8,False,0.03434666,0.02618734911084175,0.034683935,,,,-0.034351204,True,True,1.0,0.09986969828605652,WEAK_REPAIR,0.4551111111111111,0.036666666666666625,0.564,,,,,2.0,2.0,2.0,,1.1923087400034618,1.0
